speaker_id,is_admin,history_text
Digmores,False,[Digmores]: 
{unknown-4598},False,"[{unknown-4598}]: You're right...corrected passage so that it details that Guest was the first one officially confirmed by the U.S. Senate...I undertand Clinton was the first, by Jesse Helms played obstructionist...click Micheal Guest stub and please edit or elborate as you see fit. --MONGO 16:54, 26 Jan 2005 (UTC)"
Simonm223,False,"[Simonm223]: What I was referencing is when you said to me \""you obviously don't know about these other lineages...\""  I was pointing out that a) my argument was not predicated on the assumption that the [[Yip Man]] lineage was the only one and b) statements about what other editors do or do not know are inferior to statements directed to the content of the other editor's argument.  If you feel my reaction was overly strong I do appologize, I've been over at [[falun gong]] for too long. :)
[Simonm223]: Likewise. :)
[Simonm223]: Hi there, just thought you should know that {{User|Systemizer}} blanked his block notice; like he's blanked every warning against him for edit warring previous.
[Simonm223]: It's what I call wiki slang... there may be some more technically accurate term.  Basically the lead of a wikipedia article is called a lede; why?  No clue.  But it's true."
ADNghiem501,True,"[ADNghiem501]: Never mind...the image is no longer on the [[Main Page]], so I've tagged the page with a speedy deletion template. --"
MATKD,False,[MATKD]: 
Jxy,False,[Jxy]: If you are communist is natural our incomprehension!--
Sarah_Ewart,True,"[Sarah_Ewart]: I don't know much about the \""fulco scorvella\"" issue. My problem with you is your persistent insertion of [[copyright]] material you lifted from other websites. You persisted in doing this even after you were repeatedly told what you were doing was illegal and against Wikipedia policy. You also persisted in inserting phoney \""Italianised\"" names into random articles and ignored all requests for you to provide sources.
[Sarah_Ewart]: I believe the other information you're complaining about was rolled-back by admins due to your persistent insertion of copyright and unsourced material, your insertion of fake \""italianised\"" names into random articles, your hoax articles and your refusal to respond to warnings and requests for sources.
[Sarah_Ewart]: I'm sorry but I'm just not interested, Dante. I gave you the benefit of the doubt last time and you repaid me by continuing your vandalism. I warned you that Zoe was not an idiot. I'm glad she's not responding to you. Please stop wasting my time.
[Sarah_Ewart]: My edit was to maintain the status quo. I was not changing content against consensus. Nor was I edit warring.
[Sarah_Ewart]: Then address it on the talk page. The other editors appear to have reached a consensus which does not support your editing. In the last day-and-a-half or so, you've removed the same words 6 times, with no contributions to the talk page. Edit warring is bad.
[Sarah_Ewart]: The other editors have reached a consensus; you need to work with them instead of trying to impose and enforce your own POV. As it is your edits are only lasting for a short while before they get reverted. You're just wasting your time.
[Sarah_Ewart]: Garglebutt, could you please refrain from making personal attacks and comments like: \""<s>idiots<s>\"". I understand you're frustrated, but personal remarks and aspersions are making it very hard to collaborate and move beyond the edit warring and arguing.
[Sarah_Ewart]: I agree wholeheartedly re the POV issues, I just don't think the intensity of some of the dialogue is helping. I also agree with your MUSU edits and I've told them that I believe that quote should go into the article in some way, even if it's followed by a statement that the defendants strenuously reject the allegation. I do think, though, that if they can be steered away from the articles they're personally involved in, they could be beneficial to the site. But I have a feeling it will eventually take an RfA finding barring them from articles they're personally involved in. I don't think you should unwatch the articles.
[Sarah_Ewart]: No worries. I've actually had it on my watchlist for a few weeks now but each time I've noticed it being vandalised, someone has beaten me to reverting it. What other Christian-related pages are getting vandalised? Let me know and I'll add them to my watchlist.
[Sarah_Ewart]: Thanks for that. I had Jesus but I added Pope Benedict XVI. I appereciated the \""g'day\"" and \""fair dinkum\"" from a Hoosier (my uncle teaches at Purdue and I did year 12 over there).
[Sarah_Ewart]: Yes, translation, please!
[Sarah_Ewart]: Hello Cuddy Wifter. Regarding your recent Aus expat cat placements, I have reverted some of them because \""expatriate\"" is generally taken to mean \""residing in a foreign country\"". I believe it is accurate to say that when a person returns to live in their home country they are no longer considered an expatriate. I also do not believe people who have died are considered expatriates any longer. Cheers.
[Sarah_Ewart]: Wow! That was a very fast response! Thankyou.
[Sarah_Ewart]: Thanks for your reply. The definition above was straight from the dictionary, but this is Wikipedia's: \""An expatriate (in abbreviated form expat) is someone temporarily or permanently residing in a country and culture other than that of their upbringing and\/or legal residence.\"" I honestly do not see how people who have returned home or have died fit within that. Most notable Australians have lived overseas at one point. And so I think it is very confusing and misleading to label every Australian who has at one time in their life lived overseas as an expat. Further, I don't see the relevance of the British cats. Two mistakes dont make a right.
[Sarah_Ewart]: I merely came here to pay you the courtesy of informing you why I had reverted some of your edits. I have no interest in arguing with you. You can do whatever you want but I will remove people who are incorrectly categorised. Thankyou.
[Sarah_Ewart]: Hey Michael, thanks for your message. No, I do not think you have been out of line; not at all. I agree wholeheartedly about Siddhartha. Fortunately he has now been IP blocked for one month. But he emailed the mailing list claiming the block was \""unjustifiable\"" and \""without warning or vindication\"". I replied saying he was warned numerous times by numerous people. I'm just hoping another admin doesn't unblock him--it would be nice to have a month free of his game playing. Regarding an RfC, I think we should probably put that on hold pending the outcome of the block. Don't worry, I know that you are acting in good faith and I also agree that it appears he is not. I looked at his contributions the other day and he has very little in the way of edits to other articles. I think that says a lot about his agenda, motives etc.
[Sarah_Ewart]: Funny how we seem to be responsible for his behaviour. lol.
[Sarah_Ewart]: Rogerthat, a new editor [[User:Steveswain]] has been inserting Wagga Wagga as the birthplace of various footballers and sportspeople such as [[Leigh Matthews]], [[Dermott Brereton]], [[Tony Lockett]], [[Drew Morphett]], and [[Royce Hart]]. I asked him to cite sources but he seemed to stop posting after that. I have no idea if these edits are correct or not but some seemed bogus so I reverted all of them. Since you are the Aussie sports guy, I thought you might be able to take a look and revert me if they are indeed correct. Thanks mate.
[Sarah_Ewart]: Hey Crestville, re your query on the talk page, I did not want to make an outright accusation. I was trying to drop hints so they cut it out. The users in question are [[User:I'll bring the food]] and [[User:Ehmjay]]. Their behaviour that day was just bizarre.
[Sarah_Ewart]: I'm reasonably sure it's the case but I'm not 100% certain, that's why I didn't want to \""out\"" them on the page. The not signing their comments was just a minor thing that capped it off...their whole editing that day was really weird and their user pages are a bit strange as well. I'll bring the food hasn't been back since I posted that comment and I think Ehmjay knew I was talking about them. I think s\/he was just playing ignorant.
[Sarah_Ewart]: I know! I'm hoping he gets bored with it very soon. Thanks for blocking him so quickly. Last time he did this it took ages to get him blocked. Cheers,
[Sarah_Ewart]: No worries. I just reverted him on his userpage and gave him another NPA warning. If he makes anymore personal attacks, he should be listed on [[WP:PAIN]] since he's had at least two warnings for personal attacks now. Cheers,
[Sarah_Ewart]: I made a report at [[WP:PAIN]]. Feel free to add to it if you wish.
[Sarah_Ewart]: lol I know, he's so predictable with his edits and the articles he hits.
[Sarah_Ewart]: Bainer, could you please look at [[User:- 40]], [[User:- 41]] and [[User:- 42]]? They're [[User:Pnatt]] socks\/impersonators. I reported it at AIV, but no one seems to be around and as you can see, he's rampaging through Australian articles converting CBD > downtown. Cheers,
[Sarah_Ewart]: Thanks, I just added {{user|- 38}} and {{user|- 39}}. - 39 has been blocked but -38 hasn't yet. I hope he doesn't have another 37 of these to cycle through. :\/ Thanks, Bainer.
[Sarah_Ewart]: Mr Mets, I noticed that [[User:Merryhobby]] posted another long message here and I'm moving it back to his own talk page. I am going to ask him to post his questions and comments on his own page so other can respond to him as I feel his badgering of you has been really over the top. Please revert me if you disagree and would like his comment here. Hang in there, mate.
[Sarah_Ewart]: Excellent. I'm glad I didn't do the wrong thing! By the way, your friend [[User:Maxasus]] in the section above titled \""A reply\"" is a sock of indefinitely blocked [[User:Joshuarooney]].
[Sarah_Ewart]: Oh, I see. I've noticed a few other strange messages he's left various people. He also started  [[Wikipedia:Requests for adminship\/Maxasus]] where he openly declares he's Joshuarooney, so I'm not sure what he's up to. :\/ <br \/>I've been really busy with work, but I have tomorrow off and I'm planning on having a go at the RfA questions then. So, if I can get the courage up, I'll do it soon. :)
[Sarah_Ewart]: Thank you! That's really nice to know. I'm glad you haven't changed your mind! :)
[Sarah_Ewart]: Mr Mets, do you think you could please update the edit count in your nom on the [[Wikipedia:Requests for adminship\/Sarah Ewart|RfA]] page? I've just gone over 5000 [http:\/\/tools.wikimedia.de\/~essjay\/edit_count\/Count.php?username=Sarah+Ewart] Many thanks,
[Sarah_Ewart]: Hey Muchness, thank you for supporting my recent [[Wikipedia:Requests for adminship\/Sarah Ewart|RfA]]. It finished with an amazing final tally of 160\/4\/1. I really appreciate your support. Cheers,
[Sarah_Ewart]: Hey Petrit, I've been deleting your files, but I was wondering if you wanted [[User talk:Petrit Augustini\/About Me]] deleted as well? I have already deleted the userpage but I wasn't sure if you wanted the associated talk page deleted. Cheers,
[Sarah_Ewart]: Okay, I think everything you tagged is deleted now.
[Sarah_Ewart]: Please use the talk pages to try to reach a consensus. If that is not successful, you may ask for an independent mediator and make use of other dispute resolution options. More information is available here: [[Wikipedia:Resolving disputes]]. Removing negative, unsourced material is the right thing to do and you have policy on your side in that regard, but please be careful of the other issues I mentioned earlier. Thanks,
[Sarah_Ewart]: Hey Junglecat, I noticed that you are listed in the cats as an American engineer and I was wondering if I could ask you for some advice? It is an admin related issue. I tried to email you, but you don't seem to have email activated. Do you think you could activate it here: [http:\/\/en.wikipedia.org\/wiki\/Special:Emailuser\/Junglecat]. The email will be sent via Wikipedia and I won't be able to see your email addy, IP or anything like that unless you decide to reply. Cheers mate,
[Sarah_Ewart]: Great to hear from you, Junglecat and thankyou very much for that! Cheers,
[Sarah_Ewart]: Thanks JC. I sent it just a minute ago, so you should get it soon. I really value your insight and will be very grateful for any thoughts and opinions you might have.
[Sarah_Ewart]: Brad, I think you should get your mainspace edit count up a tad so we can take you to RfA.
[Sarah_Ewart]: I edited the talk page, yes, trying to remove personal attacks and trolling. My involvement in that page was with regard to dealing with trolling and personal attacks, not content of the articles or any interest in Canadian politics. Oh, and you've been blocked as an obvious sock.
[Sarah_Ewart]: Knock it off. Removing a completely inappropriate source which was deleted from Wikinews for the same reasons does not reflect a personal interest in Canadian politics or my adding content to the article. I didn't even know who Michael Ignatieff was until I read the Wikinews article and followed the link back here. Removing a source which violated our guidelines does not make me an involved admin or discredit my statement.
[Sarah_Ewart]: And FYI, I acknowledged my removal of the Wikinews source nearly an hour ago. [http:\/\/en.wikipedia.org\/wiki\/User_talk:Neutralizer#Blocked]
[Sarah_Ewart]: I looked at Bhutan and I've watchlisted it. I'm a bit concerned that some of the sections the IP is trying to remove read like editorialising and the article cites very few references for an awful lot of negative comments. I'm kind of surprised it's a feature article. I'll keep an eye on it and maybe if it keeps up it would be worth s-protecting it for a while to try to get the IP to discuss what the problem is. Unfortunately I know zip about Bhutan which makes it rather difficult. I might ask around for a third opinion, but i tend to think that the editorialising and negative statements needs to be chopped if there are no sources that can support it. Thanks for the daylight savings reminder, Merbabu, :)
[Sarah_Ewart]: I know and I [[User_talk:Ulvi_I.#Please_withdraw_from_this_dispute|asked]] Ulvi on his talk page to withdraw from the dispute between you and GM. I considered filing a request for checkuser when I discovered that his 13th edit was the dishonest certification of the [[Wikipedia:Requests for comment\/LIGerasimova|LIGerasimova RfC]]. Unfortunately, if he is a sockpuppet, the account isn't used regularly or frequently enough for them to still have the IP log to establish a pattern. And it's easy to get around checkuser once you're aware that it exists. I think he's probably a meatpuppet, rather than a sockpuppet, but either way, I do agree it is a very suspicious account. '''
[Sarah_Ewart]: I've moved it for you. Let me know if I've stuffed it up! :) '''
[Sarah_Ewart]: Congratulations David. I'm sure you'll be a fantastic admin. Cheers, '''
[Sarah_Ewart]: There was no assertion of importance. '''
[Sarah_Ewart]: I don't think so and it didn't say that anyway; it said that's what they ''claim'' they are doing, which is very different. There's no prejudice against another article if you think you can make a stronger case for notability. '''
[Sarah_Ewart]: Hey Jitse, on December 3, you selectively deleted the history of [[2006_Melbourne_teenage_DVD_controversy|2006 Melbourne teenage DVD controversy]] because an IP had added personal information about one of the boys allegedly involved in the incident. Unfortunately, today another IP added the same information back into the article and another admin selectively deleted the history but accidentally restored the edits you had deleted.I've emailed oversight-l and asked for the edits from December 3 and today to be oversighted. I just wanted to let you know this happened because I think it could easily happen again if people use selective deletion instead of asking for it to be oversighted. It's very easy to ask for oversight and the email address is here [[WP:RFO]]. Cheers, '''
[Sarah_Ewart]: Oh yes, I think they're all one person. I guess one little side benefit of them targeting the RfAs is we've managed to pop off a number of sleeper accounts we didn't know about. I noticed when blocking and tagging that a couple had been used before and had warnings on their pages. There was one account, {{User|Blotchun}}, which I found quite curious as the talk page was full of autoblock unblock requests and would seem to tie them into the \""briefs vandal\"". I just went through and indefinitely blocked all of them, but if you notice one I might have missed, just let me know. '''
[Sarah_Ewart]: Thanks for your message. I became aware of him when he emailed unblock-en-l@lists.wikimedia.org asking us to unblock him. It's all rather curious. Don't feel bad about what's happened...none of it is your fault or anything. And don't let it put you off welcoming new editors. Keep up the good work. :) '''
[Sarah_Ewart]: Acalamari, sorry for the delay replying. I don't really understand why you are wondering about negative consequences and whether other editors will hold your involvement in the
[Sarah_Ewart]: Okay, well, the talk page of that account has been deleted now so all your edits have been deleted as well. The only way someone could check what you said on that page would be if the page was undeleted (very unlikely) or an admin reviewed the deleted contents (also very unlikely). Even if it was undeleted, I don't recall seeing you do anything that would be an impediment to adminship, so I really wouldn't give it another thought if I were you. Hope that helps answer your questions. '''
[Sarah_Ewart]: I've removed it. The page has been deleted and can only be viewed by admins. Additionally, we now delete most pages about vandals and trolls per DENY and posting such pages to BJAOAN just undermines that. '''
[Sarah_Ewart]: Sorry I wasn't online yesterday. I'm trying to have a semi-break and haven't been online as much. It looks like the problem is resolved? After looking at the account, I'm quite concerned about the username and bio. This person doesn't write like they have a MFA in writing. I think the account might need to be verified in case it's a student pretending to be their lecturer or something. You've interacted with her a bit, do you have any thoughts on that? '''
[Sarah_Ewart]: Thanks Merbabu. I'm going to put a username block on the account and she can email me from her work address if she wants to verify she is who she claims to be. I also googled the name and I came up with an English professor of that same name who was teaching at Wichita State Uni in 2000 [http:\/\/www.wichita.edu\/insidewsu\/@11-2-2000\/Of_Note.htm] but I have no idea if this is the same person or not. I share your concern about making things difficult for the real person...I feel it is more likely this actually a disgruntled student or something. Cheers, '''
[Sarah_Ewart]: I've blocked her. I think \""high or out-of-it\"" is a very apt description. It's hard to imagine a college professor writing like that under her real name on a public website. :\/ '''
[Sarah_Ewart]: No probs. Have a safe trip and a nice break. :) '''
[Sarah_Ewart]: Good point. I was going to delete them if I didn't hear from her but I might go ahead and blank them in the interim. At least that way the information won't show up on a google search of her name and it;s easy enough to revert in the unlikely event she is fair dinkum. '''
[Sarah_Ewart]: I remember you from your previous RfAs and your invitation to join adopt-a-user, however, you're mistaken about that userpage. I've never edited it before and in fact, neither have you. The only people to edit it were David Gerard, Rdsmith4, Adam Rock and Cydebot. '''
[Sarah_Ewart]: I'm going to send you an email shortly, Merbabu. I want to call you some choice four letter words which I can't do on-Wiki. '''
[Sarah_Ewart]: You don't have email enabled! AHHHHH!!! Beep you!!! '''
[Sarah_Ewart]: Thanks. I'm not surprised. I think most of us thought that was the case, but I'm pleased that he at least had the integrity to own up in the end. Most people just vanish and don't bother responding once you ask them to verify. '''
[Sarah_Ewart]: I deleted it. It was really an [[WP:CSD|A7]] biography. Cheers, '''
[Sarah_Ewart]: No worries. If you look down the right hand side of the page I linked to before, in the box called \""deletions tools\"", you'll see a heading \""Speedy\"", that section has all the speedy tags you can choose from. '''
[Sarah_Ewart]: I'm not really sure what you want us to do about it but I don't think anything can be done. I suggest you just ignore it. '''
[Sarah_Ewart]: Thankyou Michael, I appreciate your message and I agree that neither off us should leave over it. I want you to know that this honestly is not about you. You ask what I think, I think you're an excellent editor, but I wish you would tone down your responses to other people. The regular editors might be used to it but I fear that new people might look at some of those pages and be scared off contributing at all. My block of you was only for 24 hours, it wasn't a long block and I would have unblocked you straight away if you had indicated that you understood that abusing people was not on and that you would try to be more careful in future. It concerns me that you think you don't have to follow NPA and CIVIL just because you don't intend being an admin and It concerns me more that other people seem to be condoning that idea. But thankyou for your kind apology, I do appreciate it. '''
[Sarah_Ewart]: Guys, please, I appreciate your messages but dramatic departures followed by \""please don't go\"" pages make me cringe and it's not what I want. This isn't about Michael. It's about a whole lot of things and the emails I got about Michael were just the final straw. I consider myself to be joining John in Hotel Wiki Recovery. I don't consider myself to be leaving, so there really is no need for this. '''
[Sarah_Ewart]: However...neither Michael or Blnguyen are in any way responsible for my break and I don't want either of them feeling they may be. I've been feeling wiki-exhausted since dealing with Merbabu's professor and this was just a case of the final straw. Also, I have some real life family stuff that I need to deal with and I'd probably be having to cut back my Wiki time now anyway. So I don't blame anyone here and I'm not angry or upset with anyone who was involved or who has commented since. You boys are all very special and I don't want you arguing about it. There isn't anything to argue about as far as I'm concerned. It's all resolved and dealt with and in the past. '''
[Sarah_Ewart]: But I hoped we can all leave this in the past now and move on. I would hate for this to cause any rifts between any of us. '''"
Marc Kupper,False,"[Marc Kupper]: ps: I love that [[:File:Alluvial fan, Taklimakan Desert, XinJiang Province, China, NASA, ASTER.jpg|alluvial fan]] picture you have as your current home page image. --
[Marc Kupper]: I found your page via a search for \""Macedonian\"" in the user space and you came up as a recently active editor who seems likely to be able to at least read the cited reference and understand the Wikipedia sources\/citations stuff. --
[Marc Kupper]: Thank you very much. I added a couple of questions to the AfD, mainly focused on the award as that appears to be the only qualifying point notability. --
[Marc Kupper]: Thank you for the attention you are putting into the AFD. I have one off-topic question which is about the word \""\u0440\u043e\u0434\u043d\u043e\u043a\u0440\u0430\u0458\u043d\u0438.\"" I'm guessing it means \""native to city or town\"" but why is it used so often with authors, writers, publishers, etc. and less often in other contexts? --
[Marc Kupper]: Thank you. I like learning stuff like this. --"
Eric444,False,"[Eric444]: I removed the link to \""Take Me Down\"" from Exile's discography because it links to an album by the Smashing Pumpkins. While \""Take Me Down\"" is a song on that album, it's a different song than the one Exile recorded.
[Eric444]: Thanks for clearing that up. I created a discography for [[Vern Gosdin]] last month. I'll work on adding one to Billy Joe Royal's article this week.
[Eric444]: So it's not impossible, but I don't know for sure.
[Eric444]: Without a reliable source, it's probably best left off of her page, but it is an interesting bit of trivia for sure. And let me say how jealous I am. I'm a big fan of Lisa's, but I've never had the opportunity to meet her.
[Eric444]: I just got your other message. Lisa co-wrote \""Band in the Window,\"" but it was Pam Tillis who recorded it.
[Eric444]: I will work on all three of those artists' discographies this week.
[Eric444]: I added a discography to [[Gene Watson]]'s page and created a discography for [[The Statler Brothers discography|The Statler Brothers]] this evening. [[Waylon Jennings discography|Waylon Jennings]]' singles have been added by another editor.
[Eric444]: I added all of the missing charting singles that I could find for [[Sandy Posey]] and all of [[Jeannie C. Riley]]'s singles.
[Eric444]: As far as I can tell, there were no singles released from Connie Smith's 1998 album.
[Eric444]: [[Buck Owens discography|Buck Owens' discography]] looks great! Thank you for adding his Canadian peaks. All of his singles were there, but there were a few missing Country and Bubbling Under peaks that I filled in.
[Eric444]: I'll start working on an other major hits table for 1967, but it's going to take a while.
[Eric444]: I'm sorry for taking so long to get back to you. I should have left a message on my talk page that I was going to be unavailable all week. The No. 1 tables should all be correct now. Thanks again for adding them.
[Eric444]: James Taylor's discography looks great. Surprisingly, none of his singles charted on the [[Bubbling Under Hot 100]] chart. I corrected the order of two singles, but I can't find anywhere to verify whether any singles were released that failed to chart.
[Eric444]: I only have the country music Billboard books, so James Taylor's entry is only four lines long. There are a lot of websites dedicated to country music discographies, so there must be one for pop discographies hiding somewhere on the internet.
[Eric444]: 
[Eric444]: For additional information, I use [http:\/\/www.allmusic.com\/ Allmusic] for track lengths, writers and producers (if the album doesn't already have an article containing that information) and [http:\/\/www.lpdiscography.cz\/ LP Discography] for B-sides and more specific release dates. If you have any questions at all, let me know.
[Eric444]: And voila! Your articles shouldn't be tagged as unreferenced anymore.
[Eric444]: [[WP:CHARTTRAJ]] states that \""the debut position, number of weeks spent at peak position, and\/or number of weeks in total on the chart may be mentioned within the article text, but should not be included as routine data for all charts.\"""
Zirland,False,"[Zirland]: If you have any question, feel free to contact me either on english or czech account. Sincerely [[:cs:User:Zirland]] --
[Zirland]: I only wanted to ask, when will be inquiry about press contact for cs.wiki ended (if it will be). --
[Zirland]: In about two weeks I could be available for you, but I can't say it for sure unless I know the date of your visit. Most probably I will be available. Am I enough for you, or you need more people? Please reply on my [[:cs:User talk:Zirland]] page. --"
Russian instrumentalist,False,[Russian instrumentalist]: 
OliverTwisted,False,"[OliverTwisted]: Hi, and thanks for all your help and support this year. I hope you and your family have a safe and happy holiday season. Best regards for the new year. ;o) --[[User:OliverTwisted|<font color=\""006699\""><b><i>Oliver<\/font>]]<b><i>
[OliverTwisted]: Hi, and thanks for all your help and support this year. I hope you and your family have a safe and happy holiday season. Best regards for the new year. ;o) --[[User:OliverTwisted|<font color=\""006699\""><b><i>Oliver<\/font>]]<b><i>
[OliverTwisted]: I think we might have a new sockpuppet for the [http:\/\/en.wikipedia.org\/wiki\/Special:Contributions\/166.217.76.230 WikAdvisor case], who has gone back to editing the same information in the [[Studio 54]] article. Is there a way to add a new IP address to that sockpuppet case you closed? --[[User:OliverTwisted|<font color=\""006699\""><b><i><big>O<\/big>liver<\/font>]]<b><i>
[OliverTwisted]: I think we might have a new sockpuppet for the [http:\/\/en.wikipedia.org\/wiki\/Special:Contributions\/166.217.76.230 WikAdvisor case], who has gone back to editing the same information in the [[Studio 54]] article. Is there a way to add a new IP address to that sockpuppet case you closed? --[[User:OliverTwisted|<font color=\""006699\""><b><i><big>O<\/big>liver<\/font>]]<b><i>"
Itai,False,"[Itai]: Wow. That was some time ago. I've completely forgotten about P2Pedia. I am aware of no project running, nor of further discussions. I'm glad you find the concept interesting. If you're really interested, I'd be happy to collaborate with you in starting such a project. &mdash;
[Itai]: Wow. That was some time ago. I've completely forgotten about P2Pedia. I am aware of no project running, nor of further discussions. I'm glad you find the concept interesting. If you're really interested, I'd be happy to collaborate with you in starting such a project. &mdash;
[Itai]: Thank you! &mdash;
[Itai]: Thank you! &mdash;"
{unknown-3092},False,"[{unknown-3092}]: Right, I'll keep that in mind.  Thanks!  X)  {{User:Eequor\/Signature\/Syllabic}} 06:22, 14 Nov 2004 (UTC)"
Patrick56,False,"[Patrick56]: Let's hope that is it. Please....I have added another comment or two on the CIreland talk page, including part of a message J7 actually put on Power's talk page that makes it very obvious indeed they are out to get him--"
Elucidate,False,"[Elucidate]: Hi there JoJan. I see you have recently reverted one of my edits, namely to the article [[Rose]], as vandalism. I appreciate the speed of your edit: great job. However, the edit was ''not'' unconstructive. If you look carefully at my edit, you will see that in it I had identified the variety of rose illustrated by one of the images in the botany section. Unfortunately, my browser occasionally malfunctions while I am editing this wiki, and as a result, randomly inserts javascript into the page. It appears to be taking code from my monobook.js, and pasting it onto pages I edit. I have thankfully fixed the problem, which I believe was associated with the automated peer reviewer I use. I have removed the code from my monobook, as it does not appear to be compatible with [[Google Chrome]]. Thank you for your concern: I have now re-edited article [[Rose]], without any problems. If you have anymore concerns, please notify me. Also recall our policies on newcomers, namely [[WP:BITE]] and [[WP:AGF]]. As you are an admin, I am sure you are familiar with them. Good day,
[Elucidate]: <br \/>I think its time to be [[WP:BOLD|bold]]. I would be more than willing to help get the project off the ground. What do you think?
[Elucidate]: I've already seen both of those pages, and done an in-depth viewing of them. See [[User:Jjron\/VP Trial|here]] and [[User:Jjron\/VP Trial 2|here]]. I have also looked at the other records. I really like the idea of initiating this here on Wikipedia, but I doubt that the time is quite right. In time, I believe that a Valued Image department would benefit Wikipedia, but not today. When the time is right, I will be more than willing to initiate this project.And to answer your question, I am not an 'old-timer' from Commons. I created both my Commons and Wikipedia account just two weeks ago. However, I've been around. I'm pretty familiar with policy and the way things work. I think my next goal will be to get the [[Dog]] article to GA status: that could prove fun.
[Elucidate]: I've started. I have requested the creation of a Valued image seal, which I hope will be designed by the Commons illustrator LadyofHats. I have created the Valued image main page. While the Valued image and Picture Peer Review departments will be interlinked, I am creating a seperate page for VI. I will post the links to the relevant pages on your talk page as soon as everything is ready.
[Elucidate]: All done. It's still a bit rough, but once I've got a seal designed and fixed the last few things, it'll be up and running. See [[Wikipedia:Valued pictures]]. Thanks for your help with the basic design and for starting the idea up. So, I'll see you around at the nominations page then?
[Elucidate]: 
[Elucidate]: Thanks for fixing [[Wikipedia:Valued picture candidates\/Closing procedure]]. That error had slipped my notice. What do you think of the setup?
[Elucidate]: The VP seal is no longer in use. I have requested a new design. It was used in the old version of the page I subst'd onto your page and a number of other user talk pages. It is no longer used on any of the VP pages. I think I might extend the time period for the project, though. The tenth of November is rather soon, and I'm not sure we will have got enough input from other users. I think I'll move the opening date to the first of December. I'm also really busy at the moment, so it might be best if the project start-up were postponed.
[Elucidate]: Hi there. I see that you are listed under the arts section on the peer review volunteer page. Is there any chance you could review the [[Art Deco]] article? I'd like to list it for GA once I've addressed the article's concerns. Would you be able to help? <span style=\""font-family:tahoma;font-size:100%;font-weight:bold;\"">
[Elucidate]: This article is listed for GAN, and I would appreciate it if you could do a review of it. If you have time, do you think you'd be able to? Thanks in advance, <span style=\""font-family:tahoma;font-size:100%;font-weight:bold;\"">
[Elucidate]: Thanks. Doesn't look like they got round to it. <span style=\""font-family:tahoma;font-size:100%;font-weight:bold;\"">
[Elucidate]: I will be unable to edit fro a few weeks due to exams and, to top it all, I will not have any internet access for a while. Is there any chance you could fix [[Art Deco]] up according to your review, and then get another independent reviewer to go through the article, so as to avoid violating the [[WP:GAN]] policy? Thanks in advance, <span style=\""font-family:tahoma;font-size:100%;font-weight:bold;\"">"
{unknown-4224},False,"[{unknown-4224}]: Get on skype. <span style=\""font-family:Garamond\"">{&#123;"
Leaveon1DI,False,"[Leaveon1DI]: User '''GhostofSuperslum''' became overly active with politics and history.  User [[Leaveon1DI]] will be less active, especially politically.  [[Leaveon1DI]] intends to grow flowers and to submit images.  '''GhostofSuperslum''' is finished, forever.  Thanks for asking."
Dr. Shaggeman,False,"[Dr. Shaggeman]: Dear Anthony, I am SysOp from the German language Wikipedia and I am sorry that your article was deleted on our project, well, we have criteria which are a little different from those in the English language version. Thats a pity for some toppics and with that some users but it is the way it is. However, I read what the IP wrote on your de-discussion page and I want you to know that he or she was not writing what most users in the de-project think about not native speaking people. So in the name of (I think the mayority) of de-users I have to apologize for such a behavior. And as you can see, my english is also not perfect. Best regards, --
[Dr. Shaggeman]: Hi Anthony, I am not sure wether you have my de-talk-page on your watchlist, so i respond here. For an article about ''The Rule'' in de-wp it would be good to have maybe some prices they won or some chart position in the article or anything which is special in an NPOV way. de-, at-, ch-charts would be nice but uk- or us-charts should be enough. The problem is that obviously people in Germany do not know the band (and actually ''The Rule'' is a shitty name for searching in google). And also I think after somebody tried to fix your translation of the en-article the content was almost completely wrong (as compared with the en-article). With the translation I can help you, but with the rest of the job I can't. So, this was todays last action, \/me needs some sleep, it is gettin late, --"
Bronsonboy,False,"[Bronsonboy]: |style=\""vertical-align: middle; border-top: 1px solid gray;\"" | For your outstanding work on Antoinism, which I noticed (yes, I did) that you built from the ground up virtually by yourself, simultaneously adding reliable sources and maintaining acceptable quality. It was a fun article to copyedit, and I learned a lot of things I never knew before. I also wish to mention that I find the quality of your single-handed contribution even more amazing given that English is not your native language."
{unknown-3949},False,"[{unknown-3949}]: I think MC is quite busy these days, and may not bite.  I could be wrong.  The sole two pubmed-indexed articles I could find that mention Marshall can be found in [http:\/\/en.wikipedia.org\/w\/index.php?title=Talk:Trevor_Marshall&diff=prev&oldid=434214668 this post] on the talk page.  Both are negative, one's a letter to the editor.  I have both, but to do justice to the protocol I'd have to understand it first, and I'm not really interested in finding out a bunch of obscure biochemistry about vitamin D just to point out that the implications drawn by Marshall aren't really substantiated.  Anyway, it's there, but it really does look like pretty classic fringe-pushing, complete with Nobel laureate name-dropping by a unjustifiably persecuted engineer working to revolutionize biochemistry by ignoring the scientific consensus and promoting ideas through case studies about people with ill-defined, poorly treated conditions that defy conventional treatment (hello chronic fatigue syndrome, fibromyalgia, chronic lyme disease, I see you're all here...)  No Gallileo gambit yet, but I'm sure it's coming."
